stop_name,stop_id,stop_code,stop_desc,platform_code,platform_name,stop_lat,stop_lon,zone_id,stop_address,stop_url,level_id,location_type,parent_station,wheelchair_boarding,municipality,on_street,at_street,vehicle_type
Washington St opp Ruggles St,1,1,,,,42.330957,-71.082754,ExpressBus-Downtown,,https://www.mbta.com/stops/1,,0,,1,Boston,Washington Street,Ruggles Street,3
Theo Glynn Way @ Newmarket Sq,10,10,,,,42.330555,-71.068787,LocalBus,,https://www.mbta.com/stops/10,,0,,1,Boston,Theodore Glynn Way,Newmarket Square,3
Tremont St opp Temple Pl,10000,10000,,,,42.355692,-71.062911,LocalBus,,https://www.mbta.com/stops/10000,,0,,1,Boston,Tremont Street,Temple Place,3
Albany St opp Randall St,10003,10003,,,,42.331591,-71.076237,LocalBus,,https://www.mbta.com/stops/10003,,0,,0,Boston,Albany Street,Randall Street,3
Albany St opp E Concord St,10005,10005,,,,42.335017,-71.07128,LocalBus,,https://www.mbta.com/stops/10005,,0,,1,Boston,Albany Street,East Concord Street,3
Albany St opp E Newton St,10006,10006,,,,42.335814,-71.070135,LocalBus,,https://www.mbta.com/stops/10006,,0,,1,Boston,Albany Street,East Newton Street,3
540 Albany St opp Wareham St,10007,10007,,,,42.338372,-71.066556,LocalBus,,https://www.mbta.com/stops/10007,,0,,1,Boston,Albany Street,Wareham Street,3
Albany St opp Randolph St,10008,10008,,,,42.339915,-71.064356,LocalBus,,https://www.mbta.com/stops/10008,,0,,0,Boston,Albany Street,,3
High St @ Duck Lane,10009,10009,,,,42.214986,-70.915924,LocalBus,,https://www.mbta.com/stops/10009,,0,,0,Hingham,High Street,,3
Newton St @ Arlington Rd,1001,1001,,,,42.307661,-71.169522,LocalBus,,https://www.mbta.com/stops/1001,,0,,0,Brookline,Newton Street,,3
Southampton St @ Newmarket St,10010,10010,,,,42.330944,-71.064621,LocalBus,,https://www.mbta.com/stops/10010,,0,,0,Boston,Southampton Street,Newmarket Square,3
Albany St @ Randolph St,10011,10011,,,,42.340162,-71.064227,LocalBus,,https://www.mbta.com/stops/10011,,0,,1,Boston,Albany Street,,3
Albany St @ Wareham St,10012,10012,,,,42.338361,-71.066667,LocalBus,,https://www.mbta.com/stops/10012,,0,,1,Boston,Albany Street,Wareham Street,3
Albany St @ E Dedham St,10013,10013,,,,42.337556,-71.067875,LocalBus,,https://www.mbta.com/stops/10013,,0,,1,Boston,Albany Street,East Dedham Street,3
Albany St opp Boston Medical,10014,10014,,,,42.334342,-71.072226,LocalBus,,https://www.mbta.com/stops/10014,,0,,1,Boston,Albany Street,,3
Harrison Ave @ E Newton St,10015,10015,,,,42.337402,-71.072162,LocalBus,,https://www.mbta.com/stops/10015,,0,,1,Boston,Harrison Avenue,East Newton Street,3
TradeCenter 128,10016,10016,,,,42.499312,-71.162566,LocalBus,,https://www.mbta.com/stops/10016,,0,,0,Woburn,,,3
E 1st St @ P St,10031,10031,,,,42.338307,-71.027132,LocalBus,,https://www.mbta.com/stops/10031,,0,,0,Boston,East First Street,P Street,3
E 1st St opp O St,10032,10032,,,,42.338274,-71.029203,LocalBus,,https://www.mbta.com/stops/10032,,0,,0,Boston,East First Street,O Street,3
E 1st St @ O St,10033,10033,,,,42.338176,-71.029444,LocalBus,,https://www.mbta.com/stops/10033,,0,,0,Boston,East First Street,O Street,3
Massachusetts Ave @ Sidney St,101,101,,,,42.362988,-71.099486,LocalBus,,https://www.mbta.com/stops/101,,0,,0,Cambridge,Massachusetts Avenue,,3
Albany St @ Randall St,10100,10100,,,,42.331675,-71.076347,LocalBus,,https://www.mbta.com/stops/10100,,0,,0,Boston,Albany Street,Randall Street,3
Melnea Cass Blvd @ Harrison Ave,10101,10101,,,,42.332066,-71.079147,LocalBus,,https://www.mbta.com/stops/10101,,0,,0,Boston,Melnea Cass Boulevard,Harrison Avenue,3
Massachusetts Ave @ Prospect St,102,102,,,,42.365291,-71.103404,LocalBus,,https://www.mbta.com/stops/102,,0,,1,Cambridge,Massachusetts Avenue,Essex Street,3
Chestnut Hill Ave @ Veronica Smith Ctr,1026,1026,,,,42.347693,-71.153921,LocalBus,,https://www.mbta.com/stops/1026,,0,,0,Boston,Chestnut Hill Avenue,Dighton Street,3
Chestnut Hill Ave @ Englewood Ave,1027,1027,,,,42.337121,-71.152079,LocalBus,,https://www.mbta.com/stops/1027,,0,,1,Boston,Chestnut Hill Avenue,Englewood Avenue,3
Chestnut Hill Ave @ Commonwealth Ave,1029,1029,,,,42.338312,-71.153451,LocalBus,,https://www.mbta.com/stops/1029,,0,,1,Boston,Chestnut Hill Avenue,Commonwealth Avenue,3
Chestnut Hill Ave @ Strathmore Rd,1030,1030,,,,42.34026,-71.155274,LocalBus,,https://www.mbta.com/stops/1030,,0,,1,Boston,Chestnut Hill Avenue,Strathmore Road,3
Chestnut Hill Ave @ Chiswick Rd,1031,1031,,,,42.341096,-71.154737,LocalBus,,https://www.mbta.com/stops/1031,,0,,1,Boston,Chestnut Hill Avenue,Chiswick Road,3
Chestnut Hill Ave opp Wiltshire Rd,1032,1032,,,,42.343065,-71.153469,LocalBus,,https://www.mbta.com/stops/1032,,0,,1,Boston,Chestnut Hill Avenue,Wiltshire Road,3
Chestnut Hill Ave @ Wallingford Rd,1033,1033,,,,42.344607,-71.15322,LocalBus,,https://www.mbta.com/stops/1033,,0,,1,Boston,Chestnut Hill Avenue,William Jackson Avenue,3
Chestnut Hill Ave @ Union St,1034,1034,,,,42.346123,-71.152997,LocalBus,,https://www.mbta.com/stops/1034,,0,,0,Boston,Chestnut Hill Avenue,Union Street,3
Market St @ Washington St,1035,1035,,,,42.349261,-71.153309,LocalBus,,https://www.mbta.com/stops/1035,,0,,1,Boston,Market Street,Washington Street,3
Market St @ Sparhawk St,1036,1036,,,,42.351738,-71.151763,LocalBus,,https://www.mbta.com/stops/1036,,0,,1,Boston,Market Street,Sparhawk Street,3
Market St @ Gardena St,1038,1038,,,,42.354227,-71.150236,LocalBus,,https://www.mbta.com/stops/1038,,0,,1,Boston,Market Street,Gardena Street,3
Market St @ N Beacon St,1039,1039,,,,42.355569,-71.149366,LocalBus,,https://www.mbta.com/stops/1039,,0,,1,Boston,Market Street,Lawrence Place,3
Massachusetts Ave @ Bigelow St,104,104,,,,42.366837,-71.106017,LocalBus,,https://www.mbta.com/stops/104,,0,,0,Cambridge,Massachusetts Avenue,Bigelow Street,3
Market St @ Guest St,1040,1040,,,,42.357313,-71.148285,LocalBus,,https://www.mbta.com/stops/1040,,0,,1,Boston,Market Street,Guest Street,3
Market St @ Centola St,1041,1041,,,,42.359279,-71.147082,LocalBus,,https://www.mbta.com/stops/1041,,0,,1,Boston,Birmingham Parkway,Centola Street,3
Columbus Ave @ Weld Ave,10413,10413,,,,42.315067,-71.097752,LocalBus,,https://www.mbta.com/stops/10413,,0,,0,Boston,Columbus Avenue,Weld Avenue,3
American Legion Hwy @ Blue Hill Ave,10417,10417,,,,42.298267,-71.087238,LocalBus,,https://www.mbta.com/stops/10417,,0,,0,Boston,American Legion Highway,Blue Hill Avenue,3
American Legion Hwy opp Franklin Hill Ave,10418,10418,,,,42.295828,-71.092507,LocalBus,,https://www.mbta.com/stops/10418,,0,,0,Boston,American Legion Highway,Ramp - American Legion Highway To Rt 203,3
American Legion Hwy @ Canterbury St,10419,10419,,,,42.285933,-71.109847,LocalBus,,https://www.mbta.com/stops/10419,,0,,0,Boston,American Legion Highway,Canterbury Street,3
Market St @ Lothrop St,1042,1042,,,,42.360459,-71.146341,LocalBus,,https://www.mbta.com/stops/1042,,0,,2,Boston,Birmingham Parkway,Lothrop Street,3
opp 150 American Legion Hwy,10420,10420,,,,42.294747,-71.093301,LocalBus,,https://www.mbta.com/stops/10420,,0,,0,Boston,American Legion Highway,Ramp - American Legion Highway To Rt 203,3
American Legion Hwy @ Walk Hill St,10421,10421,,,,42.287688,-71.106954,LocalBus,,https://www.mbta.com/stops/10421,,0,,0,Boston,American Legion Highway,Walk Hill Street,3
American Legion Hwy opp Shopping Center,10422,10422,,,,42.284762,-71.111695,LocalBus,,https://www.mbta.com/stops/10422,,0,,0,Boston,American Legion Highway,Canterbury Street,3
American Legion Hwy @ Stella Rd,10423,10423,,,,42.280752,-71.116254,LocalBus,,https://www.mbta.com/stops/10423,,0,,0,Boston,American Legion Highway,Stella Road,3
American Legion Hwy @ Cummins Hwy,10424,10424,,,,42.278467,-71.116716,LocalBus,,https://www.mbta.com/stops/10424,,0,,0,Boston,American Legion Highway,Cummins Highway,3
American Legion Hwy opp Shopping Mall,10425,10425,,,,42.274382,-71.116781,LocalBus,,https://www.mbta.com/stops/10425,,0,,0,Boston,American Legion Highway,,3
American Legion Hwy @ Army Reserve,10426,10426,,,,42.284246,-71.112437,LocalBus,,https://www.mbta.com/stops/10426,,0,,0,Boston,American Legion Highway,Canterbury Street,3
American Legion Hwy opp Kingbird Rd,10427,10427,,,,42.293255,-71.094593,LocalBus,,https://www.mbta.com/stops/10427,,0,,0,Boston,American Legion Highway,Ramp - American Legion Highway To Rt 203,3
Western Ave @ Mackin St,1043,1043,,,,42.361668,-71.144413,LocalBus,,https://www.mbta.com/stops/1043,,0,,1,Boston,Western Avenue,Mackin Street,3
450 Western Ave,1045,1045,,,,42.362164,-71.141783,LocalBus,,https://www.mbta.com/stops/1045,,0,,1,Boston,Western Avenue,Kelley Court,3
Western Ave @ Litchfield St,1046,1046,,,,42.362531,-71.139786,LocalBus,,https://www.mbta.com/stops/1046,,0,,0,Boston,Western Avenue,Litchfield Street,3
Western Ave @ Everett St,1049,1049,,,,42.363093,-71.135443,LocalBus,,https://www.mbta.com/stops/1049,,0,,0,Boston,Western Avenue,Everett Street,3
Western Ave @ Travis St,1051,1051,,,,42.363248,-71.128518,LocalBus,,https://www.mbta.com/stops/1051,,0,,1,Boston,Western Avenue,Travis Street,3
130 Western Ave,1052,1052,,,,42.363526,-71.125043,LocalBus,,https://www.mbta.com/stops/1052,,0,,1,Boston,Western Avenue,,3
Circuit Dr @ Glen Ln,10522,10522,,,,42.305104,-71.094684,LocalBus,,https://www.mbta.com/stops/10522,,0,,2,Boston,Jewish War Veterans Drive,Pierpoint Road,3
Western Ave @ Genzyme,1053,1053,,,,42.363915,-71.119805,LocalBus,,https://www.mbta.com/stops/1053,,0,,1,Boston,Western Avenue,,3
Morton St @ Evans St,10540,10540,,,,42.280886,-71.084654,LocalBus,,https://www.mbta.com/stops/10540,,0,,1,Boston,Morton Street,Evans Street,3
River St opp Blackstone St,1055,1055,,,,42.361913,-71.114378,LocalBus,,https://www.mbta.com/stops/1055,,0,,0,Cambridge,River Street,Blackstone Street,3
River St @ Fairmont St,1056,1056,,,,42.362565,-71.112387,LocalBus,,https://www.mbta.com/stops/1056,,0,,0,Cambridge,River Street,Fairmont Street,3
2165 Dorchester Ave,10569,10569,,,,42.276285,-71.067029,LocalBus,,https://www.mbta.com/stops/10569,,0,,1,Boston,Dorchester Avenue,,3
River St @ Kelly Rd,1057,1057,,,,42.363156,-71.110605,LocalBus,,https://www.mbta.com/stops/1057,,0,,0,Cambridge,River Street,Howard Street,3
River St @ Pleasant St,1058,1058,,,,42.36385,-71.108586,LocalBus,,https://www.mbta.com/stops/1058,,0,,0,Cambridge,River Street,,3
River St opp Fremont St,10582,10582,,,,42.269983,-71.089868,LocalBus,,https://www.mbta.com/stops/10582,,0,,0,Boston,River Street,Mamelon Circle,3
Massachusetts Ave @ Washington St,10590,10590,,,,42.336621,-71.076956,LocalBus,,https://www.mbta.com/stops/10590,,0,,0,Boston,Massachusetts Avenue,Washington Street,3
Massachusetts Ave @ Hancock St,106,106,,,,42.36839,-71.108618,LocalBus,,https://www.mbta.com/stops/106,,0,,1,Cambridge,Massachusetts Avenue,Hancock Street,3
Magazine St @ Green St,1060,1060,,,,42.365114,-71.104311,LocalBus,,https://www.mbta.com/stops/1060,,0,,1,Cambridge,Magazine Street,Green Street,3
Washington St @ Durnell Ave,10603,10603,,,,42.282287,-71.132671,LocalBus,,https://www.mbta.com/stops/10603,,0,,0,Boston,Washington Street,Rosecliff Street,3
Western Ave @ Kinnaird St,1061,1061,,,,42.364952,-71.108901,LocalBus,,https://www.mbta.com/stops/1061,,0,,1,Cambridge,Western Avenue,Kinnaird Street,3
Washington St opp W Boundary Rd,10612,10612,,,,42.26792,-71.149996,LocalBus,,https://www.mbta.com/stops/10612,,0,,0,Boston,Washington Street,Carol Circle,3
Washington St @ Sumner St,10618,10618,,,,42.256411,-71.163235,LocalBus,,https://www.mbta.com/stops/10618,,0,,0,Dedham,Washington Street,Sumner Street,3
Western Ave @ Howard St,1062,1062,,,,42.364798,-71.110649,LocalBus,,https://www.mbta.com/stops/1062,,0,,0,Cambridge,Western Avenue,Howard Street,3
Washington St opp Heron St,10625,10625,,,,42.26883,-71.148551,LocalBus,,https://www.mbta.com/stops/10625,,0,,0,Boston,Washington Street,Heron Street,3
Washington St @ Rosecliff St,10633,10633,,,,42.282087,-71.132727,LocalBus,,https://www.mbta.com/stops/10633,,0,,0,Boston,Washington Street,Rosecliff Street,3
Western Ave @ Putnam Ave,1064,1064,,,,42.364492,-71.114114,LocalBus,,https://www.mbta.com/stops/1064,,0,,0,Cambridge,Western Avenue,Putnam Avenue,3
Western Ave opp Genzyme,1067,1067,,,,42.364074,-71.119704,LocalBus,,https://www.mbta.com/stops/1067,,0,,1,Boston,Western Avenue,,3
125 Western Ave,1068,1068,,,,42.363686,-71.124387,LocalBus,,https://www.mbta.com/stops/1068,,0,,1,Boston,Western Avenue,,3
Massachusetts Ave @ Dana St,107,107,,,,42.369265,-71.110773,LocalBus,,https://www.mbta.com/stops/107,,0,,1,Cambridge,Massachusetts Avenue,Dana Street,3
Western Ave @ N Harvard St,1070,1070,,,,42.363284,-71.129148,LocalBus,,https://www.mbta.com/stops/1070,,0,,1,Boston,Western Avenue,Travis Street,3
Western Ave opp Riverdale St,1071,1071,,,,42.363253,-71.132079,LocalBus,,https://www.mbta.com/stops/1071,,0,,1,Boston,Western Avenue,Riverdale Street,3
Western Ave @ Everett St,1072,1072,,,,42.363179,-71.135542,LocalBus,,https://www.mbta.com/stops/1072,,0,,1,Boston,Western Avenue,Everett Street,3
367 Western Ave opp Brighton Mills Mall,1074,1074,,,,42.362807,-71.138519,LocalBus,,https://www.mbta.com/stops/1074,,0,,1,Boston,Western Avenue,,3
Western Ave opp Litchfield St,1075,1075,,,,42.362662,-71.139575,LocalBus,,https://www.mbta.com/stops/1075,,0,,1,Boston,Western Avenue,Litchfield Street,3
445 Western Ave,1076,1076,,,,42.362341,-71.14136,LocalBus,,https://www.mbta.com/stops/1076,,0,,0,Boston,Western Avenue,Waverly Street,3
Centre St @ Grove St,10768,10768,,,,42.268863,-71.161907,LocalBus,,https://www.mbta.com/stops/10768,,0,,0,Boston,Centre Street,Grove Street,3
Centre St @ Grove St,10769,10769,,,,42.268891,-71.161806,LocalBus,,https://www.mbta.com/stops/10769,,0,,0,Boston,Centre Street,Grove Street,3
495 Western Ave,1077,1077,,,,42.361858,-71.144012,LocalBus,,https://www.mbta.com/stops/1077,,0,,0,Boston,Western Avenue,Richardson Street,3
Spring St @ Cass St,10777,10777,,,,42.27717,-71.164194,LocalBus,,https://www.mbta.com/stops/10777,,0,,1,Boston,Spring Street,Springvale Avenue,3
Market St @ Vineland St,1079,1079,,,,42.356921,-71.148686,LocalBus,,https://www.mbta.com/stops/1079,,0,,1,Boston,Market Street,Vineland Street,3
Massachusetts Ave @ Trowbridge St,108,108,,,,42.37027,-71.112998,LocalBus,,https://www.mbta.com/stops/108,,0,,1,Cambridge,Massachusetts Avenue,Trowbridge Street,3
Market St opp Gardena St,1081,1081,,,,42.354329,-71.150346,LocalBus,,https://www.mbta.com/stops/1081,,0,,1,Boston,Market Street,Gardena Street,3
Veterans Hospital West Roxbury,10820,10820,,,,42.274823,-71.172103,LocalBus,,https://www.mbta.com/stops/10820,,0,,1,Boston,,,3
Charles Park Rd @ VFW Pkwy,10821,10821,,,,42.276826,-71.172521,LocalBus,,https://www.mbta.com/stops/10821,,0,,0,Boston,Charles Park Road,Veterans Of Foreign Wars Parkway,3
Market St @ Arlington St,1083,1083,,,,42.35151,-71.152061,LocalBus,,https://www.mbta.com/stops/1083,,0,,1,Boston,Market Street,Sparhawk Street,3
5 Charles Park Rd,10830,10830,,,,42.276931,-71.172561,LocalBus,,https://www.mbta.com/stops/10830,,0,,1,Boston,Charles Park Road,Veterans Of Foreign Wars Parkway,3
Dedham Mall @ Stop & Shop,10833,10833,,,,42.258725,-71.16853,LocalBus,,https://www.mbta.com/stops/10833,,0,,1,Dedham,,,3
Dedham Mall @ South Side,10835,10835,,,,42.253283,-71.170494,LocalBus,,https://www.mbta.com/stops/10835,,0,,0,Dedham,,,3
Chestnut Hill Ave @ Washington St,1084,1084,,,,42.349027,-71.153531,LocalBus,,https://www.mbta.com/stops/1084,,0,,0,Boston,Chestnut Hill Avenue,Washington Street,3
Chestnut Hill Ave @ Academy Hill Rd,1085,1085,,,,42.347089,-71.15375,LocalBus,,https://www.mbta.com/stops/1085,,0,,0,Boston,Chestnut Hill Avenue,Academy Hill Road,3
Chestnut Hill Ave @ Jackson Ave,1086,1086,,,,42.344738,-71.153293,LocalBus,,https://www.mbta.com/stops/1086,,0,,1,Boston,Chestnut Hill Avenue,William Jackson Avenue,3
Chestnut Hill Ave @ Wiltshire Rd,1087,1087,,,,42.343049,-71.153613,LocalBus,,https://www.mbta.com/stops/1087,,0,,1,Boston,Chestnut Hill Avenue,Atwood Road,3
Chestnut Hill Ave @ Embassy Rd,1088,1088,,,,42.341436,-71.154691,LocalBus,,https://www.mbta.com/stops/1088,,0,,1,Boston,Chestnut Hill Avenue,Embassy Road,3
Chestnut Hill Ave @ South St,1089,1089,,,,42.340486,-71.155288,LocalBus,,https://www.mbta.com/stops/1089,,0,,1,Boston,Chestnut Hill Avenue,Strathmore Road,3
Massachusetts Ave @ Bow St,109,109,,,,42.372099,-71.115371,LocalBus,,https://www.mbta.com/stops/109,,0,,1,Cambridge,Massachusetts Avenue,Harvard Street,3
Chestnut Hill Ave @ Commonwealth Ave,1090,1090,,,,42.33833,-71.153702,LocalBus,,https://www.mbta.com/stops/1090,,0,,1,Boston,Chestnut Hill Avenue,Commonwealth Avenue,3
Chestnut Hill Ave @ Beacon St,1092,1092,,,,42.336219,-71.151237,LocalBus,,https://www.mbta.com/stops/1092,,0,,1,Boston,Chestnut Hill Avenue,Beacon Street,3
Cummins Hwy @ Wood Ave,10923,10923,,,,42.274133,-71.109187,LocalBus,,https://www.mbta.com/stops/10923,,0,,1,Boston,Cummins Highway,Harvard Street,3
Harvard Ave @ Brighton Ave,10928,10928,,,,42.352614,-71.132097,LocalBus,,https://www.mbta.com/stops/10928,,0,,0,Boston,Harvard Avenue,,3
Brooks St @ Faneuil St,1094,1094,,,,42.352511,-71.163102,LocalBus,,https://www.mbta.com/stops/1094,,0,,0,Boston,Brooks Street,Faneuil Street,3
Saratoga St @ Teragram St,109802,109802,,,,42.383937,-70.999451,LocalBus,,https://www.mbta.com/stops/109802,,0,,0,Boston,Saratoga Street,Teragram Street,3
Main St @ Pleasant St,109804,109804,,,,42.38233,-70.991479,LocalBus,,https://www.mbta.com/stops/109804,,0,,0,Winthrop,Main Street,Pleasant Street,3
Main St @ Beal St,109805,109805,,,,42.382135,-70.98896,LocalBus,,https://www.mbta.com/stops/109805,,0,,0,Winthrop,Main Street,Beal Street,3
Hermon St @ Lincoln St,109807,109807,,,,42.379617,-70.985872,LocalBus,,https://www.mbta.com/stops/109807,,0,,1,Winthrop,Hermon Street,Lincoln Street,3
Hermon St opp Belcher St,109808,109808,,,,42.378273,-70.985764,LocalBus,,https://www.mbta.com/stops/109808,,0,,0,Winthrop,Hermon Street,Belcher Street,3
Pauline St opp Woodside Ave,109809,109809,,,,42.375909,-70.987693,LocalBus,,https://www.mbta.com/stops/109809,,0,,1,Winthrop,Pauline Street,Woodside Avenue,3
Pauline St @ Pleasant St,109810,109810,,,,42.374436,-70.991198,LocalBus,,https://www.mbta.com/stops/109810,,0,,0,Winthrop,Pauline Street,Pleasant Street,3
Pleasant St @ Somerset Ave,109811,109811,,,,42.37318,-70.989766,LocalBus,,https://www.mbta.com/stops/109811,,0,,0,Winthrop,Pleasant Street,Somerset Avenue,3
Pleasant St @ Bartlett Rd,109812,109812,,,,42.372904,-70.987328,LocalBus,,https://www.mbta.com/stops/109812,,0,,0,Winthrop,Pleasant Street,Bartlett Road,3
Pleasant St @ Sunnyside Ave,109814,109814,,,,42.372595,-70.984668,LocalBus,,https://www.mbta.com/stops/109814,,0,,0,Winthrop,Pleasant Street,Buchanan Street,3
Pleasant St @ Seaview Ave,109815,109815,,,,42.372389,-70.98292,LocalBus,,https://www.mbta.com/stops/109815,,0,,0,Winthrop,Pleasant Street,Seaview Avenue,3
Pleasant St @ Winthrop St,109816,109816,,,,42.372198,-70.981132,LocalBus,,https://www.mbta.com/stops/109816,,0,,0,Winthrop,Pleasant Street,Winthrop Street,3
Washington Ave opp Willow Ave,109817,109817,,,,42.372168,-70.978521,LocalBus,,https://www.mbta.com/stops/109817,,0,,0,Winthrop,Washington Avenue,Willow Avenue,3
Washington Ave opp Lewis Ave,109818,109818,,,,42.372021,-70.976842,LocalBus,,https://www.mbta.com/stops/109818,,0,,0,Winthrop,Washington Avenue,Lewis Avenue,3
Washington Ave opp River Rd,109819,109819,,,,42.3719,-70.974424,LocalBus,,https://www.mbta.com/stops/109819,,0,,0,Winthrop,Washington Avenue,River Road,3
Washington Ave opp Veterans Rd,109820,109820,,,,42.372456,-70.97191,LocalBus,,https://www.mbta.com/stops/109820,,0,,1,Winthrop,Washington Avenue,,3
Veterans Rd @ Washington Ave,109821,109821,,,,42.372701,-70.971585,LocalBus,,https://www.mbta.com/stops/109821,,0,,0,Winthrop,Veterans Road,Washington Avenue,3
Veterans Rd @ Cutler St,109822,109822,,,,42.374284,-70.972804,LocalBus,,https://www.mbta.com/stops/109822,,0,,0,Winthrop,Veterans Road,Cutler Street,3
Veterans Rd @ Levy Bramson Way,109823,109823,,,,42.375878,-70.97402,LocalBus,,https://www.mbta.com/stops/109823,,0,,0,Winthrop,Veterans Road,Levy Bramson Way,3
Veterans Rd opp Seafoam Ave,109824,109824,,,,42.377434,-70.974987,LocalBus,,https://www.mbta.com/stops/109824,,0,,0,Winthrop,Veterans Road,Levy Bramson Way,3
Veterans Rd @ Hadassah Way,109825,109825,,,,42.378929,-70.975801,LocalBus,,https://www.mbta.com/stops/109825,,0,,0,Winthrop,Veterans Road,Hadassah Way,3
Veterans Rd @ Shirley St,109826,109826,,,,42.381135,-70.975503,LocalBus,,https://www.mbta.com/stops/109826,,0,,0,Winthrop,Veterans Road,Shirley Street,3
Veterans Rd @ Locust St,109827,109827,,,,42.382563,-70.973827,LocalBus,,https://www.mbta.com/stops/109827,,0,,0,Winthrop,Veterans Road,Locust Street,3
Crest Ave @ Grovers Ave,109828,109828,,,,42.384521,-70.973152,LocalBus,,https://www.mbta.com/stops/109828,,0,,0,Winthrop,Crest Avenue,Grovers Avenue,3
Crest Ave @ Highland Ave,109829,109829,,,,42.386455,-70.975745,LocalBus,,https://www.mbta.com/stops/109829,,0,,0,Winthrop,Crest Avenue,Revere Street,3
Revere St opp Summit Ave,109830,109830,,,,42.384736,-70.978052,LocalBus,,https://www.mbta.com/stops/109830,,0,,1,Winthrop,Revere Street,Summit Avenue,3
Revere St @ Governors Dr,109831,109831,,,,42.38248,-70.980365,LocalBus,,https://www.mbta.com/stops/109831,,0,,0,Winthrop,Revere Street,Governors Drive,3
Revere St @ Winthrop St,109832,109832,,,,42.38167,-70.98227,LocalBus,,https://www.mbta.com/stops/109832,,0,,0,Winthrop,Revere Street,Main Street,3
Main St @ Douglas St,109834,109834,,,,42.381999,-70.986122,LocalBus,,https://www.mbta.com/stops/109834,,0,,0,Winthrop,Main Street,Hermon Street,3
Main St @ Fairview St,109835,109835,,,,42.382255,-70.988942,LocalBus,,https://www.mbta.com/stops/109835,,0,,0,Winthrop,Main Street,Fairview,3
Main St @ Pleasant St,109836,109836,,,,42.38247,-70.991716,LocalBus,,https://www.mbta.com/stops/109836,,0,,0,Winthrop,Main Street,Pleasant Street,3
Saratoga St opp Teragram St,109838,109838,,,,42.383963,-70.999159,LocalBus,,https://www.mbta.com/stops/109838,,0,,0,Boston,Saratoga Street,Teragram Street,3
Shirley St opp Moore St,109841,109841,,,,42.370713,-70.970441,LocalBus,,https://www.mbta.com/stops/109841,,0,,1,Winthrop,Shirley Street,Moore Street,3
Shirley St opp Crystal Cove Ave,109842,109842,,,,42.369467,-70.971284,LocalBus,,https://www.mbta.com/stops/109842,,0,,0,Winthrop,Shirley Street,Crystal Cove Avenue,3
Shirley St @ Winthrop Yacht Club,109843,109843,,,,42.368585,-70.971705,LocalBus,,https://www.mbta.com/stops/109843,,0,,0,Winthrop,Shirley Street,Terrace Avenue,3
Shirley St @ Pontos St,109844,109844,,,,42.36538,-70.96932,LocalBus,,https://www.mbta.com/stops/109844,,0,,0,Winthrop,Shirley Street,Pontos Street,3
Shirley St @ Petrel St,109845,109845,,,,42.363754,-70.970139,LocalBus,,https://www.mbta.com/stops/109845,,0,,0,Winthrop,Shirley Street,Petrel Street,3
Shirley St opp Yirrell Beach,109846,109846,,,,42.36303,-70.97039,LocalBus,,https://www.mbta.com/stops/109846,,0,,0,Winthrop,Shirley Street,,3
Shirley St @ Nerious St,109847,109847,,,,42.362146,-70.9706,LocalBus,,https://www.mbta.com/stops/109847,,0,,0,Winthrop,Shirley Street,Nerious Street,3
Shirley St @ Bay View Ave,109848,109848,,,,42.360982,-70.970887,LocalBus,,https://www.mbta.com/stops/109848,,0,,0,Winthrop,Shirley Street,Bay View Avenue,3
Tafts Ave @ Otis St,109849,109849,,,,42.358897,-70.970587,LocalBus,,https://www.mbta.com/stops/109849,,0,,0,Winthrop,Tafts Avenue,Otis Street,3
Tafts Ave @ Townsend St,109850,109850,,,,42.358426,-70.970394,LocalBus,,https://www.mbta.com/stops/109850,,0,,0,Winthrop,Tafts Avenue,Townsend Street,3
Deer Island - MWRA Gate,109853,109853,,,,42.35569,-70.967704,LocalBus,,https://www.mbta.com/stops/109853,,0,,0,Boston,,,3
Tafts Ave opp Townsend St,109856,109856,,,,42.358415,-70.9702,LocalBus,,https://www.mbta.com/stops/109856,,0,,0,Winthrop,Tafts Avenue,Townsend Street,3
Tafts Ave @ Otis St,109857,109857,,,,42.358937,-70.970453,LocalBus,,https://www.mbta.com/stops/109857,,0,,0,Winthrop,Tafts Avenue,Otis Street,3
Shirley St @ Bay View Ave,109858,109858,,,,42.360776,-70.970795,LocalBus,,https://www.mbta.com/stops/109858,,0,,0,Winthrop,Shirley Street,Bay View Avenue,3
Shirley St @ Nerious St,109859,109859,,,,42.361946,-70.970483,LocalBus,,https://www.mbta.com/stops/109859,,0,,0,Winthrop,Shirley Street,Nerious Street,3
Shirley St @ Yirrell Beach,109860,109860,,,,42.362996,-70.970216,LocalBus,,https://www.mbta.com/stops/109860,,0,,0,Winthrop,Shirley Street,,3
Shirley St @ Petrel St,109861,109861,,,,42.363542,-70.970071,LocalBus,,https://www.mbta.com/stops/109861,,0,,0,Winthrop,Shirley Street,Petrel Street,3
Shirley St opp Pontos St,109862,109862,,,,42.365243,-70.96921,LocalBus,,https://www.mbta.com/stops/109862,,0,,2,Winthrop,Shirley Street,Pontos Street,3
Shirley St opp Winthrop Yacht Club,109863,109863,,,,42.368589,-70.971565,LocalBus,,https://www.mbta.com/stops/109863,,0,,2,Winthrop,Shirley Street,Terrace Avenue,3
